id;calories;proteins;fat;carbohydrate;name;composition
1018;33.0;4.5;0.4;2.8;Pucuk lumai/daun leunca segar;sayuran
1019;216.0;2.6;3.1;44.4;Pulut;sayuran
1020;224.0;26.2;11.3;4.4;Punai daging goreng;daging ayam
1021;104.0;1.9;4.1;15.1;Pundut nasi;sayuran
1022;25.0;1.5;0.5;3.6;Purundawa;sayuran
1023;76.0;4.1;1.1;15.2;Purut segar;sayuran
1024;76.0;3.6;0.3;14.6;Putri malu segar;sayuran
1025;163.0;2.2;6.5;23.8;Putri selat;sayuran
1026;200.0;1.0;2.4;43.8;Putu Mayang ;sayuran
1027;136.0;43.0;2.4;3.0;Ragi;sayuran
1028;76.0;12.1;2.0;2.4;Rajungan segar;Seafood, sayuran
1029;69.0;0.9;0.1;18.1;Rambutan;sayuran
1030;11.0;0.0;0.0;2.7;Rambutan Aceh;sayuran
1031;76.0;0.5;0.2;18.0;Rambutan binjai segar;sayuran
1032;4.0;0.0;0.0;0.9;Rambutan sinyonya;sayuran
1033;295.0;7.3;8.5;47.5;Rarawuan ;sayuran
1034;394.0;2.2;8.8;76.6;Rasbi (Beras Ubi);sayuran
1035;350.0;0.9;0.4;85.7;Rasi (Beras Singkong);sayuran
1036;60.0;5.4;2.5;4.0;Rawon masakan;daging sapi
1037;81.0;16.2;1.2;0.7;Rebon (udang kecil segar);Seafood, sayuran
1038;299.0;29.4;3.6;3.2;Rebon kering;Seafood
1039;81.0;16.2;1.2;0.7;Rebon udang kecil segar;Seafood, sayuran
1040;27.0;0.6;0.3;5.2;Rebung;sayuran
1041;320.0;7.2;4.2;63.3;Rebung laut mentah;sayuran
1042;451.0;11.2;20.2;59.7;Rempeyek kacang tolo;Kacang, sayuran
1043;497.0;17.0;27.6;50.8;Rempeyek kacang uci;Kacang
1044;193.0;22.6;7.9;7.8;Rendang sapi masakan;daging sapi
1045;471.0;4.7;21.8;64.1;Renggi goreng;sayuran
1046;75.0;1.6;0.6;15.8;Rimbang segar;sayuran
1047;335.0;5.3;3.5;70.5;Risoles ;Gandum
1048;341.0;5.5;16.2;43.3;Roti boong;Gandum
1049;350.0;7.5;2.0;75.5;Roti Gambang ;Gandum
1050;248.0;8.0;1.2;50.0;Roti Putih;Gandum
1051;249.0;7.9;1.5;49.7;Roti warna sawo matang;Gandum, sayuran
1052;153.0;11.3;8.4;8.0;Rujak cingur;sayuran
1053;41.0;1.4;0.3;8.1;Rumput laut;sayuran
1054;536.0;40.5;41.5;0.0;Rusa daging dendeng mentah;daging sapi
1055;110.0;11.5;2.0;11.7;Rusip;Ikan
1056;198.0;24.6;10.7;0.9;RW anjing masakan;daging babi
1057;449.0;30.6;25.5;31.9;Saga biji tanpa kulit;sayuran
1058;338.0;0.6;0.3;83.1;Sagu Ambon ;sayuran
1059;355.0;0.6;1.1;85.6;Sagu aren kering;sayuran
1060;231.0;0.6;0.2;56.6;Sagu aren segar;sayuran
1061;291.0;0.5;4.0;63.4;Sagu forno;sayuran
1062;230.0;0.6;0.2;56.5;Sagu kasbi segar;sayuran
1063;452.0;2.8;14.8;76.8;Sagu Lemak (Kue Sagon);sayuran
1064;347.0;0.9;0.3;85.2;Sagu lempeng;sayuran
1065;364.0;0.1;0.2;90.5;Sagu Rendang;sayuran
1066;362.0;0.5;0.3;86.9;Sagu singkong kering;sayuran
1067;354.0;0.8;8.3;68.9;Sagu sinole;sayuran
1068;57.0;0.5;0.1;13.6;Salak bali segar;sayuran
1069;55.0;0.4;0.2;12.8;Salak medan segar;sayuran
1070;87.0;0.8;0.4;20.1;Salak pondoh segar;sayuran
1071;281.0;2.4;0.7;66.1;Sale pisang siam;sayuran
1072;122.0;2.0;10.0;7.6;Santan (dengan air);sayuran
1073;324.0;4.2;34.3;55.6;Santan (kelapa saja);sayuran
1074;324.0;4.2;34.3;5.6;Santan murni;sayuran
1075;98.0;2.0;0.4;24.5;Saos Tomat;sayuran
1076;212.0;18.0;10.6;59.3;Sapi abon;daging sapi
1077;108.0;17.6;4.2;0.0;Sapi babat segar;daging sapi, sayuran
1078;182.0;32.0;6.0;0.0;Sapi daging asap;daging sapi
1079;301.0;55.0;9.0;0.0;Sapi daging dendeng mentah;daging sapi
1080;273.0;17.5;22.0;0.0;Sapi daging gemuk segar;daging sapi, sayuran
1081;289.0;16.0;25.0;0.0;Sapi daging kornet;daging sapi
1082;174.0;19.6;10.0;0.0;Sapi daging kurus segar;daging sapi, sayuran
1083;201.0;18.8;14.0;0.0;Sapi daging lemak sedang segar;daging sapi, sayuran
1084;448.0;14.5;42.3;2.3;Sapi daging sosis (Worst);daging sapi
1085;183.0;12.0;14.4;1.4;Sapi daleman segar;daging sapi, sayuran
1086;98.0;21.9;1.1;0.0;Sapi dideh/darah;daging sapi
1087;137.0;15.0;8.1;0.9;Sapi ginjal segar;daging sapi, sayuran
1088;274.0;16.0;22.0;3.0;Sapi hati sosis (liverworst);daging sapi
1089;84.0;10.5;4.6;0.2;Sapi keleponan segar;daging sapi, sayuran
1090;132.0;19.7;3.2;6.0;Sapi liver segar;daging sapi, sayuran
1091;123.0;10.4;8.6;0.8;Sapi otak segar;daging sapi, sayuran
1092;360.0;57.3;6.0;19.2;Sapi paru dendeng mentah;daging sapi
1093;268.0;23.9;12.7;14.5;Sapi paru goreng;daging sapi
1094;126.0;14.0;7.2;1.5;Sapi usus segar;daging sapi, sayuran
1095;281.0;37.5;0.3;32.1;Sarang Burung;Seafood, sayuran
1096;338.0;21.1;27.0;1.0;Sardines dalam kaleng;Ikan
1097;344.0;30.0;20.0;43.0;Sari Kedelai bubuk;Kedelai
1098;166.0;2.3;2.8;32.9;Sarimuka;sayuran
1099;283.0;12.1;16.8;20.9;Sate Bandeng;Ikan
1100;110.0;15.5;0.5;11.5;Sate Kulit ;daging sapi
1101;179.0;22.5;3.5;13.3;Sate penyu masakan;sayuran
1102;274.0;12.9;18.6;13.6;Sate pusut masakan;sayuran
1103;126.7;14.0;7.3;1.3;Sate Usus ;daging sapi
1104;22.0;2.3;0.3;4.0;Sawi;sayuran
1105;9.0;1.0;0.1;1.7;Sawi putih / pecai segar;sayuran
1106;30.0;1.9;0.5;4.4;Sawi taiwan segar;sayuran
1107;19.0;1.3;0.2;2.9;Sawi tanah segar;sayuran
1108;92.0;0.5;1.1;22.4;Sawo;sayuran
1109;64.0;1.0;3.1;8.0;Sawo duren segar;sayuran
1110;111.0;0.9;2.3;21.6;Sawo kecik segar;sayuran
1111;92.0;0.5;1.1;22.4;Sawo Manila segar;sayuran
1112;29.0;0.7;0.6;5.0;Sayur asem;sayuran
1113;49.0;1.7;0.3;9.8;Sayur bunga pepaya;sayuran
1114;178.0;2.6;13.9;10.6;Sayur garu;sayuran
1115;133.0;7.3;6.6;11.2;Sayur kohu-kohu;sayuran
1116;64.0;2.1;0.6;12.5;Sayur lebui;sayuran
1117;36.0;2.7;0.7;4.8;Sayur lilin-terubuk;sayuran
1118;49.0;3.1;2.5;3.6;Sayur ndusuk;sayuran
1119;27.0;1.3;2.0;1.0;Sayur sop;sayuran
1120;67.0;5.2;2.9;5.1;Sayur umbut kelapa;sayuran
1121;57.0;5.4;2.6;3.1;Sayur umbut rotan;sayuran
1122;15.0;1.2;0.2;2.9;Selada;sayuran
1123;17.0;1.7;0.3;3.0;Selada Air;sayuran
1124;19.0;2.7;0.2;2.9;Selada Air rebus;sayuran
1125;20.0;1.0;0.1;4.6;Seledri;sayuran
1126;28.0;0.5;0.2;6.9;Semangka;sayuran
1127;192.5;4.5;6.0;30.3;Semur Jengkol ;sayuran
1128;64.0;0.6;0.3;14.8;Sente;sayuran
1129;353.0;0.7;0.2;84.7;Sente talas segar;sayuran
1130;88.0;7.9;1.6;10.6;Sepi masakan;sayuran
1131;298.0;8.0;23.8;48.9;Serbuk Coklat;sayuran
1132;478.0;2.5;21.2;69.2;Serimping talas kebumen;sayuran
1133;213.0;0.0;0.0;55.0;Setrup sirup;sayuran
1134;88.0;3.2;8.0;0.8;Shabu-shabu;daging sapi
1135;474.0;11.2;42.5;11.7;Sie reuboh masakan;daging sapi
1136;81.0;5.1;4.5;5.1;Singkah (rotan muda);sayuran
1137;285.0;1.0;18.0;28.0;Singkong Goreng ;sayuran
1138;146.0;1.2;0.3;34.7;Singkong kukus;sayuran
1139;173.0;0.5;0.1;42.5;Singkong tape;sayuran
1140;95.3;4.4;2.2;14.4;Siomay ;Ikan
1141;65.0;1.0;0.3;16.3;Sirsak;sayuran
1142;213.0;0.0;0.0;55.0;Sirup;sayuran
1143;71.0;7.5;3.6;2.2;Sop buntut masakan;daging sapi
1144;49.0;5.8;0.5;5.3;Sop daging sapi masakan;daging sapi
1145;68.0;9.0;1.9;3.7;Sop kaki sapi masakan;daging sapi
1146;34.0;5.5;0.8;1.1;Sop kambing masakan;daging sapi
1147;71.0;7.4;2.6;4.5;Sop konro masakan;daging sapi
1148;12.0;0.5;0.1;2.0;Sop Kool;sayuran
1149;15.0;0.6;0.1;3.1;Sop Kool dan Wortel;sayuran
1150;89.0;7.2;5.0;3.9;Sop saudara masakan;daging sapi
1151;42.0;3.9;1.7;2.8;Soto bandung masakan;daging sapi
1152;110.0;2.9;9.5;3.2;Soto banjar masakan;sayuran
1153;135.0;2.5;8.8;11.5;Soto betawi masakan;daging sapi
1154;127.5;2.6;9.4;8.3;Soto dengan Daging;daging sapi
1155;92.0;11.8;4.3;1.4;Soto jeroan masakan;daging sapi
1156;38.0;2.6;2.3;1.8;Soto kudus masakan;sayuran
1157;60.0;3.5;4.5;1.3;Soto madura masakan;daging sapi, sayuran
1158;127.0;5.9;6.6;11.0;Soto padang masakan;daging sapi
1159;94.0;3.0;6.8;5.1;Soto pekalongan masakan;sayuran
1160;75.0;3.6;5.2;3.5;Soto pemalang masakan;sayuran
1161;80.0;3.2;3.5;9.0;Soto sukaraja masakan;sayuran
1162;86.0;2.3;8.5;0.0;Soto sulung masakan;sayuran
1163;117.1;0.4;8.6;9.6;Soto tanpa Daging ;sayuran
1164;139.0;7.4;2.1;22.6;Spaghetti;Gandum
1165;101.0;1.7;0.6;35.2;Srikaya;sayuran
1166;75.0;5.6;0.4;12.2;Sukiyaki masakan;daging sapi
1167;119.0;1.4;0.2;28.1;Sukun muda segar;sayuran
1168;126.0;1.6;0.2;24.5;Sukun tua segar;sayuran
1169;418.0;19.0;9.0;65.5;Susu asam untuk bayi bubuk;Susu sapi, sayuran
1170;513.0;24.6;30.0;36.2;Susu bubuk;Susu sapi
1171;64.0;4.3;2.3;6.6;Susu Kambing;Susu sapi
1172;41.0;3.5;2.5;5.0;Susu Kedelai;Susu sapi, Kedelai
1173;336.0;8.2;10.0;55.0;Susu Kental Manis;Susu sapi
1174;138.0;7.0;7.9;9.9;Susu Kental Tak Manis;Susu sapi
1175;160.0;6.3;12.0;7.1;Susu Kerbau;Susu sapi
1176;61.0;3.2;3.5;4.3;Susu Sapi;Susu sapi
1177;36.0;3.5;0.1;5.1;Susu Skim (tak berlemak);Susu sapi
1178;359.0;35.6;1.0;52.0;Susu skim bubuk;Susu sapi
1179;36.0;3.5;0.1;5.1;Susu skim segar;Susu sapi, sayuran
1180;87.0;5.3;5.2;6.3;Susupan;Susu sapi
1181;90.0;1.5;0.1;21.9;Suweg kukus;sayuran
1182;69.0;1.0;0.1;15.7;Suweg mentah;sayuran
1183;74.0;1.4;0.1;17.2;Suweg talas segar;sayuran
1184;347.0;0.5;0.9;84.2;Suwir-suwir;Ikan
1185;68.0;7.8;4.6;1.6;Tahu;Kedelai
1186;115.0;9.7;8.5;2.5;Tahu goreng;Kedelai
1187;328.0;12.6;19.9;24.6;Tahu telur;Telur, Kedelai
1188;148.0;13.8;8.5;4.0;Takwa;sayuran
1189;120.0;1.5;0.3;28.2;Talas bogor kukus;sayuran
1190;163.0;2.3;0.5;36.4;Talas pontianak segar;sayuran
1191;115.0;1.8;0.5;25.9;Talas viqueque segar;sayuran
1192;120.0;1.5;0.3;28.2;Tales kukus;sayuran
1193;98.0;1.9;0.2;23.7;Tales mentah;sayuran
1194;166.0;10.4;4.9;24.1;Taoco;Kedelai
1195;88.0;3.2;2.1;14.0;Taoge goreng;sayuran
1196;76.0;9.0;2.6;6.4;Taoge kacang kedelai segar;Kedelai, sayuran
1197;28.0;3.0;0.8;4.0;Taoge seduh;sayuran
1198;34.0;3.7;1.2;4.3;Taoge segar;sayuran
1199;104.0;12.9;6.8;1.2;Taokoa;Kedelai
1200;99.0;1.7;0.3;22.4;Tapai beras;sayuran
1201;166.0;3.8;1.0;34.4;Tapai ketan hitam;sayuran
1202;172.0;3.0;0.5;37.5;Tapai ketan putih;sayuran
1203;169.0;1.4;0.3;40.2;Tapai singkong;sayuran
1204;358.0;7.5;4.3;70.4;Tauco cap DAS cake;Kedelai
1205;277.0;9.1;4.7;49.6;Tauji cap singa;Kedelai
1206;25.0;4.6;0.4;3.0;Tebu Terubuk;sayuran
1207;83.0;10.4;3.4;2.8;Tedong pallu basa masakan;sayuran
1208;132.0;19.5;0.7;67.8;Teh;sayuran
1209;300.0;28.3;4.8;53.6;Teh hijau daun kering;sayuran
1210;299.0;24.1;3.5;59.0;Teh melati daun kering;sayuran
1211;34.0;2.0;0.1;7.9;Tekokak;sayuran
1212;294.0;8.3;1.7;72.6;Tekokak kering;sayuran
1213;53.0;1.9;0.9;9.4;Tekwan;Ikan
1214;162.0;12.8;11.5;0.7;Telur Ayam;Telur, daging ayam
1215;361.0;19.3;31.9;0.7;Telur Ayam bagian kuning;Telur, daging ayam
1216;50.0;10.8;0.0;0.8;Telur Ayam bagian putih;Telur, daging ayam
1217;383.0;15.1;32.9;8.3;Telur Ayam ceplok;Telur, daging ayam
1218;251.0;16.3;19.4;1.4;Telur Ayam dadar;Telur, daging ayam
1219;179.0;13.6;13.3;4.4;Telur ayam kampung ;Telur, daging ayam
1220;386.0;17.0;35.0;0.8;Telur bebek bagian kuning segar;Telur, daging ayam, sayuran
1221;54.0;11.0;0.0;0.8;Telur Bebek bagian putih;Telur, daging ayam
1222;54.0;11.0;0.0;0.8;Telur bebek bagian putih segar;Telur, daging ayam, sayuran
1223;320.0;15.1;30.5;0.9;Telur Bebek ceplok;Telur, daging ayam
1224;301.0;20.0;23.7;0.0;Telur Bebek dadar;Telur, daging ayam
1225;187.0;10.9;12.4;7.9;Telur bebek tambak segar;Telur, daging ayam, sayuran
1226;195.0;13.6;13.6;1.4;Telur Bebek telur asin;Telur, daging ayam
1227;116.0;10.7;7.0;1.6;Telur burung puyuh segar;Telur, daging ayam, sayuran
1228;144.0;12.0;10.2;0.0;Telur Penyu;Telur, sayuran
1229;425.0;31.0;28.0;10.0;Telur Terubuk;Telur
1230;119.0;4.4;3.5;18.3;Tempe bongkrek;Kedelai
1231;73.0;5.7;1.3;4.2;Tempe Gembus;Kedelai
1232;76.0;6.8;0.7;10.6;Tempe gembus yogya;Kedelai
1233;328.0;18.4;23.2;12.8;Tempe Goreng ;Kedelai
1234;139.0;12.5;0.8;21.9;Tempe kacang babi;Kedelai, daging babi, sayuran
1235;212.0;17.5;10.0;12.9;Tempe kacang belimbing;Kedelai, sayuran
1236;143.0;12.0;5.5;11.4;Tempe kedelai + jagung;Kedelai, sayuran
1237;350.0;24.5;26.6;10.4;Tempe kedelai murni goreng;Kedelai
1238;201.0;20.8;8.8;13.5;Tempe kedelai murni mentah;Kedelai
1239;141.0;10.2;1.3;23.2;Tempe koro benguk;Kedelai, sayuran
1240;146.0;11.7;2.3;19.6;Tempe lamtoro var. gung dengan kulit;Kedelai, sayuran
1241;131.0;18.0;0.8;13.0;Tempe lamtoro var. gung tanpa kulit;Kedelai, sayuran
1242;150.0;14.0;7.7;9.1;Tempe pasar segar;Kedelai, sayuran
1243;336.0;20.0;28.0;7.8;Tempe pasar goreng;Kedelai
1244;240.0;6.0;2.7;49.3;Tempe Sayur ;Kedelai, sayuran
1245;110.0;1.7;1.3;21.9;Tempoya;Ikan
1246;126.0;1.1;2.2;25.7;Tempuyak;sayuran
1247;355.0;0.7;0.2;85.2;Tepung Arrowroot;sayuran
1248;364.0;7.0;0.5;80.0;Tepung Beras;sayuran
1249;353.0;7.0;0.5;80.0;Tepung beras mentah;sayuran
1250;353.0;0.8;1.7;83.6;Tepung Ganyong;sayuran
1251;363.0;1.1;0.5;88.2;Tepung Gaplek;sayuran
1252;355.0;0.7;0.2;85.2;Tepung Garut (arrowroot);sayuran
1253;364.0;4.5;1.0;83.5;Tepung Hunkwee;sayuran
1254;316.0;60.1;6.5;22.4;Tepung Ikan;Ikan
1255;355.0;9.2;3.9;73.7;Tepung Jagung Kuning;sayuran
1256;355.0;9.2;3.9;73.7;Tepung jagung putih;sayuran
1257;388.0;19.0;7.5;61.2;Tepung Jalejo;sayuran
1258;347.0;35.9;20.6;29.9;Tepung Kacang Kedelai;Kedelai
1259;347.0;0.3;0.1;85.6;Tepung Kentang;sayuran
1260;350.0;1.2;0.6;85.0;Tepung Mocaf;sayuran
1261;338.0;2.9;0.4;80.6;Tepung Pisang;sayuran
1262;353.0;0.7;0.2;84.7;Tepung Sagu;sayuran
1263;326.0;4.0;0.4;76.7;Tepung Sente;sayuran
1264;363.0;1.1;0.5;88.2;Tepung singkong/ Tapioka;sayuran
1265;353.0;2.9;0.5;84.4;Tepung Sukun;sayuran
1266;509.0;24.6;30.0;36.2;Tepung Susu;Susu sapi
1267;418.0;19.0;9.0;65.5;Tepung Susu Asam untuk bayi;Susu sapi, sayuran
1268;362.0;35.6;1.0;52.0;Tepung Susu Skim;Susu sapi
1269;332.0;5.7;0.6;76.1;Tepung Tales Beneng;sayuran
1270;365.0;8.9;1.3;77.3;Tepung Terigu;Ikan, Gandum
1271;354.0;2.8;0.6;84.4;Tepung Ubi Ungu;sayuran
1272;155.0;22.3;2.9;9.9;Terasi;Seafood
1273;191.0;33.1;3.6;6.6;Terasi dobo;Seafood
1274;174.0;30.0;3.5;3.5;Terasi Merah;Seafood
1275;174.0;30.0;3.5;5.6;Terasi merah;Seafood
1276;365.0;23.7;22.3;17.5;Teri balado masakan;Ikan
1277;462.0;39.1;32.4;3.5;Teripang dendeng mentah;Ikan, Seafood
1278;24.0;1.1;0.2;5.5;Terong;sayuran
1279;285.0;4.3;25.7;9.5;Terong + Oncom makanan;sayuran
1280;39.0;2.3;1.9;2.0;Terong Asam;sayuran
1281;48.0;1.5;0.3;11.3;Terong Belanda;sayuran
1282;45.0;1.9;0.8;7.5;Terong hintalo segar;sayuran
1283;23.0;1.8;0.1;4.9;Terong kukus;sayuran
1284;28.0;1.1;0.2;5.5;Terong segar;sayuran
1285;52.0;2.1;1.1;8.6;Terung belanda segar;sayuran
1286;52.0;1.1;0.4;11.2;Terung bengkulu segar;sayuran
1287;25.0;2.1;0.1;5.3;Terung panjang;sayuran
1288;23.0;1.8;0.1;4.9;Terung panjang kukus;sayuran
1289;59.0;2.9;0.3;13.9;Tespong daun;sayuran
1290;120.0;2.4;0.4;26.0;Tim (nasi tim);sayuran
1291;33.0;1.2;1.3;4.1;Tinira ninahu nggaluku;sayuran
1292;516.0;17.7;49.5;0.0;Tinoransak masakan;sayuran
1293;355.0;6.2;1.2;79.8;Tipa-tipa;sayuran
1294;353.0;2.4;1.1;83.4;Tiwul  ;sayuran
1295;395.0;3.2;8.5;76.5;Tiwul Instan;sayuran
1296;392.0;5.4;28.5;28.4;Toge -Tahu makanan;Kedelai, sayuran
1297;93.6;4.4;1.8;15.1;Toge Goreng ;sayuran
1298;23.0;2.9;0.2;4.1;Toge kacang ijo;sayuran
1299;35.0;5.0;0.2;5.8;Toge kacang tunggak;sayuran
1300;67.0;9.0;2.6;6.4;Toge kedelai;Kedelai, sayuran
1301;28.0;3.0;0.8;4.0;Toge seduh;sayuran
1302;20.0;1.0;0.2;3.5;Tomat air (juice) segar;sayuran
1303;20.0;1.0;0.3;4.2;Tomat Masak;sayuran
1304;24.0;1.3;0.5;4.7;Tomat merah segar;sayuran
1305;24.0;2.0;0.7;3.3;Tomat muda segar;sayuran
1306;189.0;11.3;15.7;0.6;Tumis bandeng;Ikan
1307;48.0;1.4;4.2;2.6;Tumis bayam bersantan;daging ayam, sayuran
1308;186.0;1.9;0.2;44.3;Ubi Cilembu;sayuran
1309;160.0;3.7;1.3;55.3;Ubi Jalar Goreng ;sayuran
1310;100.0;0.7;0.3;23.8;Ubi jalar kuning kukus;sayuran
1311;119.0;0.5;0.4;25.1;Ubi jalar kuning segar;sayuran
1312;83.0;1.5;0.2;18.8;Ubi jalar manis segar;sayuran
1313;123.0;1.8;0.7;27.9;Ubi Jalar Merah;sayuran
1314;151.0;1.6;0.3;35.4;Ubi jalar merah segar;sayuran
1315;123.0;1.8;0.7;27.9;Ubi Jalar Putih;sayuran
1316;114.0;1.4;9.6;25.6;Ubi Jalar Rebus;sayuran
1317;184.0;1.4;0.3;22.5;Ubi Jalar Sayur;sayuran
1318;108.0;0.5;0.4;25.6;Ubi jalar tinta/ kemayung;sayuran
1319;165.0;0.9;0.2;39.8;Ubi jalar tinta/ kemayung kukus;sayuran
1320;82.0;5.8;1.3;11.7;Uceng/ bunga melinjo segar;sayuran
1321;56.0;11.4;0.6;1.2;Udang besar segar;Seafood, sayuran
1322;81.0;16.5;0.3;3.0;Udang galah segar;Seafood, sayuran
1323;295.0;62.4;2.3;1.8;Udang kering;Seafood
1324;278.0;62.6;4.1;2.2;Udang kering mentah;Seafood
1325;273.0;47.8;3.8;12.5;Udang papay mentah;Seafood
1326;91.0;21.0;0.2;0.1;Udang segar;Seafood, sayuran
1327;380.0;11.9;30.3;14.9;Ulat sagu panggang;sayuran
1328;241.0;5.8;21.6;5.8;Ulat sagu segar;sayuran
1329;120.0;2.8;0.5;82.3;Umbi Uwi segar;sayuran
1330;34.0;2.4;0.3;5.5;Umbut rotan;sayuran
1331;130.0;14.0;7.2;1.5;Usus Sapi;daging sapi
1332;101.0;2.0;0.2;19.8;Uwi;sayuran
1333;363.0;8.7;0.4;78.7;Vermicelli;Gandum
1334;303.0;6.3;2.7;63.3;Wajit camilan;sayuran
1335;45.0;0.8;0.9;8.1;Waluh balamak;sayuran
1336;424.0;1.3;10.7;80.7;Widaran;sayuran
1337;568.0;19.3;51.1;18.1;Wijen;Wijen
1338;355.0;3.2;15.1;51.4;Wingko babat;sayuran
1339;143.0;3.1;7.8;15.0;Woku ubi;sayuran
1340;452.0;14.5;42.3;2.3;Worst (sosis daging);daging sapi
1341;42.0;1.2;0.6;9.3;Wortel Segar;sayuran
1342;37.0;1.0;0.6;8.3;Wortel kukus;sayuran
1343;28.0;0.7;0.5;6.3;Wortel rebus;sayuran
1344;254.0;3.0;1.1;58.1;Yangko;sayuran
1345;52.0;3.3;2.5;4.0;Yoghurt;Susu sapi
